id,story,conversions,url
6070786,Ein Höhepunkt der Unredlichkeit: Von FPÖ-Lügen in Im Zentrum,22459,https://www.diepresse.com/6070786
6080079,Sobotka: Kickl hat eindeutig eine rote Linie überschritten,22339,https://www.diepresse.com/6080079
6070936,Impfpflicht: Hitzige Verhandlungen zu neuem Gesetz,21882,https://www.diepresse.com/6070936
6079010,Europas Wirtschaft wird bald um jeden Migranten betteln,21585,https://www.diepresse.com/6079010
6068893,Gilt die Impfpflicht bald auch im Job?,21313,https://www.diepresse.com/6068893
6077254,Regierung verlegt Sperrstunde in Gastronomie auf 22 Uhr - auch zu Silvester,20850,https://www.diepresse.com/6077254
6072231,"Wilfried Haslauer: Großer Fehler, Ungeimpfte komplett auszugrenzen",20689,https://www.diepresse.com/6072231
6075088,ÖVP-Ermittlungen: Systemversagen im Finanzressort,20548,https://www.diepresse.com/6075088
6079801,Kroatisches Wunderkind mit Erklärungsbedarf,20109,https://www.diepresse.com/6079801
6071784,Regierung und Neos präsentieren heute Gesetzesentwurf zur Impfpflicht,20065,https://www.diepresse.com/6071784
6076632,Kickl kontert Van der Bellen: Unterwürfigkeit gegenüber totalitär agierender Regierung,20021,https://www.diepresse.com/6076632
6068642,Politische Scharlatane: Landeshauptmann Kaiser kritisiert Kickl,19941,https://www.diepresse.com/6068642
