id,story,conversions,url
6069050,"Kurz verkündet Rücktritt: ""Ich bin weder ein Heiliger noch ein Verbrecher""",7.923,https://www.diepresse.com/6069050
6062872,"Österreichs Coronamanagement, ein Totalversagen",7.890,https://www.diepresse.com/6062872
6068017,Sieben Menschen sterben in Tansania nach Verzehr von Schildkrötenfleisch,7.874,https://www.diepresse.com/6068017
6069394,Lobau-Tunnel im Gesetz verankert? Gewessler legt Gutachten vor,7.859,https://www.diepresse.com/6069394
6068538,"10.367 Corona-Neuinfektionen, 61 Todesfälle in Österreich",7.849,https://www.diepresse.com/6068538
6069473,Sprechstunde für Impfskeptiker: Wieso gibt es so viele impfkritische Ärzte?,7.743,https://www.diepresse.com/6069473
6070111,"Steirische Polizei forschte Mann aus, der Impfschäden erfand",7.578,https://www.diepresse.com/6070111
6067346,Versemmeln wir doch nicht auch noch die Impfpflicht,7.574,https://www.diepresse.com/6067346
6068806,Die Grünen wähnen sich am längeren Ast,7.409,https://www.diepresse.com/6068806
6070166,Comedian Mirco Nontschew mit 52 Jahren gestorben,7.391,https://www.diepresse.com/6070166
6069452,Stelzer: „Jetzt schlagen wir ein neues Kapitel in der ÖVP auf“,7.161,https://www.diepresse.com/6069452
6069320,Was von Sebastian Kurz bleibt: Großer Rucksack und ein Talent,7.060,https://www.diepresse.com/6069320
6067735,"Wie werden Schüler bewertet, die derzeit nicht am Präsenzunterricht teilnehmen?",7.058,https://www.diepresse.com/6067735
6067122,Wie geht man mit so viel Wut um?,6.977,https://www.diepresse.com/6067122
6070029,Die Grünen auf &amp;bdquo;Basisflughöhe&amp;ldquo;,6.953,https://www.diepresse.com/6070029
6069966,Schallenberg wird wieder Außenminister,6.829,https://www.diepresse.com/6069966
6068059,Elliot Page: Sichtbarkeit für Trans-Männer,6.789,https://www.diepresse.com/6068059
6068703,Regierung entscheidet nächste Woche über Lockdown-Ende,6.786,https://www.diepresse.com/6068703
6068904,Wer im ORF was wird – und wer sich bald verabschiedet,6.754,https://www.diepresse.com/6068904
