id,story,conversions,url
5930543,Heute vor 90 Jahren: Einführung des Zeittarifs im Telefonverkehr,3,https://www.diepresse.com/5930543
5954534,Nehammer: Ein Verbot ist rechtlich nicht möglich,3,https://www.diepresse.com/5954534
5950665,Welche Form hat das Weltall?,3,https://www.diepresse.com/5950665
5951974,Strache bekommt das gesamte Ibiza-Video,3,https://www.diepresse.com/5951974
5957828,Ost-Lockdown: Ein Drama mit Option auf mehr,3,https://www.diepresse.com/5957828
5973702,"Frauenmord in Wien: Wir haben geglaubt, es ist ein Terroranschlag ",3,https://www.diepresse.com/5973702
5943488,OGH-Präsidentin warnt die Politik: Rote Linie wird überschritten,3,https://www.diepresse.com/5943488
5940317,WKStA: Wie die Verfolger zu Verfolgten wurden,3,https://www.diepresse.com/5940317
5937709,Sozialversicherung-Chef: Spiel mit der Angst der Menschen,2,https://www.diepresse.com/5937709
5975401,Wie Impfverweigerung sanktioniert werden könnte,2,https://www.diepresse.com/5975401
5960965,Wieso gibt es im Suezkanal keine Schleusen?,2,https://www.diepresse.com/5960965
5942777,Es ist eine kleine Republik. Aber ist sie auch korrupt?,2,https://www.diepresse.com/5942777
5964607,Wie Wirecard Anleger und Finanz bloßstellte,2,https://www.diepresse.com/5964607
5939431,"Sigrid Maurer: Denke, dass Blümel dann selbst weiß, was er zu tun hat",2,https://www.diepresse.com/5939431
5934627,Der Wirtschaft fehlen die Schulabbrecher,2,https://www.diepresse.com/5934627
5947370,Warum sitzt das Herz links?,2,https://www.diepresse.com/5947370
5948769,Volkszorn und Volksanwälte gegen Anschobers Pläne,2,https://www.diepresse.com/5948769
5941627,Warum Bonzenquäler Himmer nun selbst von der Justiz gequält wird,2,https://www.diepresse.com/5941627
5952358,Pornografie und Beschimpfungen: Ein TikTok-Trend stürmt den Unterricht,2,https://www.diepresse.com/5952358
5970462,"Sport, Lokale, Kultur: Alles auf macht der Mai",2,https://www.diepresse.com/5970462
5944591,In einer Milliarde Jahren geht der Sauerstoff aus,2,https://www.diepresse.com/5944591
5960953,Das Handy des Sektionschefs Pilnacek als Fundgrube,2,https://www.diepresse.com/5960953
5957909,Harald zur Hausen: Impfung gegen Krebs wird in naher Zukunft möglich sein,2,https://www.diepresse.com/5957909
5932880,Warum die EU-Arbeitslosenzahlen die Krise verharmlosen,2,https://www.diepresse.com/5932880
5946957,Anglizismen beschönigen die neue Realität,2,https://www.diepresse.com/5946957
5942890,Brandstetter und Pilnacek beschuldigt,2,https://www.diepresse.com/5942890
5939795,Franz Matscher 1928-2021: Geburtshelfer des Staatsvertrags,2,https://www.diepresse.com/5939795
5933826,Autopapst Ferdinand Dudenhöffer: Um den Verbrennungsmotor ist es nicht schade,2,https://www.diepresse.com/5933826
5937396,Experte: Eidesstattliche Erklärung ohne Folgen im Strafverfahren,2,https://www.diepresse.com/5937396
5944123,Chancen für Amtshaftungsklage gegen FMA schwinden,2,https://www.diepresse.com/5944123
5942859,Wie Betriebe früher öffnen wollen,2,https://www.diepresse.com/5942859
